step,ee_x,ee_y,ee_z,hand_x,hand_y,hand_z,hand_dist_surface,g1_body_dist,gate,gate_trigger,stage,parts_placed,replan_count,replan_strategy,replan_raise_m,replan_lateral_m,grasp_rewinds,carry_aborted,min_part_z,parts_below_table,deadlock_tier,vhand_retreated,vhand_block_active,sphere_x,sphere_y,sphere_z,protocol_phase,protocol_part,disturbance_source,disturbance_scenario,disturbance_attempt_id,gate_trigger_source,replan_trigger_source,replan_trigger_step,replan_event_id,replan_applied_step,closest_g1_body,dist_min_g1_body,dist_min_proxy,warn_threshold_active,dist_min_for_gating,dist_min_envelope,dist_min_held,safe_dist_hard_stop_active,safe_dist_warn_active,proxy_center_x,proxy_center_y,proxy_center_z,proxy_surface_x,proxy_surface_y,proxy_surface_z,attractor_x,attractor_y,attractor_z,g1_head_x,g1_head_y,g1_head_z,reach_clamped,slow_streak_length,reach_radius_active,proxy_radius_active,head_to_attractor_distance,reach_margin,g1_root_x,g1_root_y,g1_root_z,g1_tilt_rad,g1_spawn_requested_x,g1_spawn_requested_y,g1_spawn_requested_yaw,spawn_pose_error
5000,0.7442,-0.3233,0.5751,0.3382,-0.1068,0.5751,0.3801,1.2193,SLOW_DOWN,static_warning: hand in caution zone (dist=0.318m < 0.354m),lift_slot_A_9,8,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.0147,0.0815,0.5751,transit,9,scripted_virtual_hand,static_occupancy_proxy,13,scripted_virtual_hand,,,,,right_wrist_pitch_link,1.2193,0.3801,0.3541,0.3184,0.3184,0.3801,0.2500,0.3541,-0.0147,0.0815,0.5751,0.3382,-0.1068,0.5751,0.6500,0.0000,0.0000,-0.4098,0.4641,0.1837,1,3,0.5500,0.4000,1.1570,-0.6070,-0.3626,0.3470,-0.2766,0.3170,-1.4500,0.0000,0.0000,0.0000
5200,0.7500,0.1450,0.3000,0.0909,0.1552,0.3000,0.5792,0.9902,ALLOW,allow,open_gripper_to_release_slot_B_9,8,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0109,0.1565,0.3000,place,9,scripted_virtual_hand,static_occupancy_proxy,14,,,,,,right_wrist_pitch_link,0.9902,0.5792,0.3001,0.5592,0.5592,,0.2500,0.3001,0.0109,0.1565,0.3000,0.0909,0.1552,0.3000,0.7585,0.1482,0.0000,-0.4363,0.4766,0.1769,1,0,0.5500,0.0800,1.2391,-0.6891,-0.3560,0.3465,-0.2755,0.3050,-1.4500,0.0000,0.0000,0.0000
5400,0.7446,-0.2778,0.4549,-0.0205,0.0885,0.4549,0.7682,1.1493,ALLOW,allow,grasp_slot_A_10,9,5,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.0926,0.1230,0.4549,pick,10,scripted_virtual_hand,static_occupancy_proxy,14,,,,,,right_wrist_pitch_link,1.1493,0.7682,0.2500,0.7064,0.7064,0.7682,0.2500,0.2500,-0.0926,0.1230,0.4549,-0.0205,0.0885,0.4549,0.7562,-0.2890,0.0000,-0.4815,0.5119,0.1642,1,0,0.5500,0.0800,1.4743,-0.9243,-0.3664,0.3524,-0.2708,0.3160,-1.4500,0.0000,0.0000,0.0000
5600,0.8255,0.0279,0.7996,-0.4074,0.4662,0.3282,1.3908,1.3210,ALLOW,allow,replan_detour_high_lateral,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4074,0.4662,0.7996,transit,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,right_wrist_pitch_link,1.3210,1.3908,0.3305,1.2842,1.2842,,0.2500,0.3305,-0.4074,0.4662,0.7996,-0.4074,0.4662,0.3282,0.6500,0.0000,0.0000,-0.4074,0.4662,0.1882,0,0,0.5500,0.4000,1.1556,-0.6056,-0.3428,0.3536,-0.2713,0.2593,-1.4500,0.0000,0.0000,0.0000
5800,0.7519,0.2447,0.4674,-0.4035,0.4379,0.3271,1.1798,1.0400,ALLOW,allow,replan_detour_rejoin,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0251,0.0932,0.4674,transit,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,left_wrist_pitch_link,1.0400,1.1798,0.2500,1.0776,1.0776,,0.2500,0.2500,0.0251,0.0932,0.4674,-0.4035,0.4379,0.3271,0.6500,0.0000,0.0000,-0.4035,0.4379,0.1871,1,0,0.5500,0.4000,1.1408,-0.5908,-0.3456,0.3310,-0.2747,0.2648,-1.4500,0.0000,0.0000,0.0000
6000,0.7511,-0.0320,0.5754,0.0000,0.0000,2.0000,999.0000,1.1382,ALLOW,allow,lift_after_releasing_slot_B_10,9,6,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4709,0.3982,0.5754,reset,10,scripted_virtual_hand,static_occupancy_proxy,15,,,,,,right_wrist_pitch_link,1.1382,999.0000,0.3053,1.4266,1.4266,,0.2500,0.3053,-0.4709,0.3982,0.5754,0.0000,0.0000,2.0000,-0.4718,0.3985,0.0000,-0.4718,0.3985,0.1831,0,0,0.5500,0.3000,0.0000,0.5500,-0.3590,0.3288,-0.2759,0.3114,-1.4500,0.0000,0.0000,0.0000
6200,0.7428,-0.1882,0.7285,-0.4192,0.4194,0.3245,1.3722,1.2616,ALLOW,allow,lift_slot_A_11,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.4192,0.4194,0.7285,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,right_wrist_pitch_link,1.2616,1.3722,0.2500,1.2243,1.2243,1.3722,0.2500,0.2500,-0.4192,0.4194,0.7285,-0.4192,0.4194,0.3245,0.6500,0.0000,0.0000,-0.4192,0.4194,0.1845,0,0,0.5500,0.4000,1.1486,-0.5986,-0.3574,0.3369,-0.2817,0.2776,-1.4500,0.0000,0.0000,0.0000
6400,0.7658,0.2472,0.5651,-0.3681,0.4906,0.3388,1.1816,1.0797,ALLOW,allow,replan_realign_place_mid,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0582,0.1431,0.5651,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,left_wrist_pitch_link,1.0797,1.1816,0.2500,1.0779,1.0779,,0.2500,0.2500,0.0582,0.1431,0.5651,-0.3681,0.4906,0.3388,0.6500,0.0000,0.0000,-0.3681,0.4906,0.1988,1,0,0.5500,0.4000,1.1302,-0.5802,-0.3373,0.3879,-0.2664,0.2314,-1.4500,0.0000,0.0000,0.0000
6600,0.7573,0.2902,0.3309,-0.4139,0.4486,0.3303,1.1819,0.9608,ALLOW,allow,move_above_box_with_slot_B_11,10,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,0.0313,0.1258,0.3309,transit,11,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,left_wrist_pitch_link,0.9608,1.1819,0.2500,1.0400,1.0400,1.1819,0.2500,0.2500,0.0313,0.1258,0.3309,-0.4139,0.4486,0.3303,0.6500,0.0000,0.0000,-0.4139,0.4486,0.1903,1,0,0.5500,0.4000,1.1547,-0.6047,-0.3521,0.3237,-0.2666,0.2671,-1.4500,0.0000,0.0000,0.0000
6800,0.7572,-0.1481,0.3895,0.0000,0.0000,2.0000,999.0000,1.0725,ALLOW,allow,move_above_slot_A_12,11,7,auto,0.2500,0.1063,0,0,0.1484,0,0,1,0,-0.3777,0.5107,0.3895,reset,12,scripted_virtual_hand,static_occupancy_proxy,16,,,,,,right_wrist_pitch_link,1.0725,999.0000,0.2500,1.5974,1.5974,,0.2500,0.2500,-0.3777,0.5107,0.3895,0.0000,0.0000,2.0000,-0.3786,0.4598,0.0000,-0.3786,0.4598,0.1930,0,0,0.5500,0.3000,0.0000,0.5500,-0.3421,0.3364,-0.2669,0.2589,-1.4500,0.0000,0.0000,0.0000
7000,0.7596,0.3607,0.4027,0.3950,0.2402,0.4027,0.3040,0.9810,ALLOW,allow,move_above_box_with_slot_B_12,11,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0152,0.1147,0.4027,transit,12,scripted_virtual_hand,static_occupancy_proxy,17,,,,,,left_wrist_pitch_link,0.9810,0.3040,0.2500,0.2425,0.2425,0.3040,0.2500,0.2500,0.0152,0.1147,0.4027,0.3950,0.2402,0.4027,0.6500,0.0000,0.0000,-0.4226,0.4476,0.1816,1,0,0.5500,0.4000,1.1623,-0.6123,-0.3429,0.3521,-0.2796,0.2616,-1.4500,0.0000,0.0000,0.0000
7200,0.8657,-0.3546,0.4666,0.0000,0.0000,2.0000,999.0000,1.2796,ALLOW,allow,move_above_slot_A_13,12,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4900,0.3421,0.4666,reset,13,scripted_virtual_hand,static_occupancy_proxy,18,,,,,,right_wrist_pitch_link,1.2796,999.0000,0.2500,1.6129,1.6129,,0.2500,0.2500,-0.4900,0.3421,0.4666,0.0000,0.0000,2.0000,-0.4909,0.2913,0.0000,-0.4909,0.2913,0.1960,0,0,0.5500,0.3000,0.0000,0.5500,-0.3988,0.3096,-0.2722,0.2671,-1.4500,0.0000,0.0000,0.0000
7400,0.8677,0.1462,0.4624,0.4351,0.1413,0.4624,0.3526,1.1270,ALLOW,allow,move_above_box_with_slot_B_13,12,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0351,0.1368,0.4624,transit,13,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,left_wrist_pitch_link,1.1270,0.3526,0.2500,0.2910,0.2910,0.3526,0.2500,0.2500,0.0351,0.1368,0.4624,0.4351,0.1413,0.4624,0.6500,0.0000,0.0000,-0.3999,0.4734,0.1957,1,0,0.5500,0.4000,1.1516,-0.6016,-0.3352,0.3754,-0.2673,0.2462,-1.4500,0.0000,0.0000,0.0000
7600,0.8582,-0.2911,0.5315,0.0000,0.0000,2.0000,999.0000,1.2722,ALLOW,allow,move_above_slot_A_14,13,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4448,0.4976,0.5315,reset,14,scripted_virtual_hand,static_occupancy_proxy,19,,,,,,right_wrist_pitch_link,1.2722,999.0000,0.2500,1.5435,1.5435,,0.2500,0.2500,-0.4448,0.4976,0.5315,0.0000,0.0000,2.0000,-0.4456,0.4469,0.0000,-0.4456,0.4469,0.1818,0,0,0.5500,0.3000,0.0000,0.5500,-0.3550,0.3424,-0.2755,0.3201,-1.4500,0.0000,0.0000,0.0000
7800,0.8574,0.2289,0.5519,0.4499,0.1770,0.5519,0.3308,1.1474,ALLOW,allow,move_above_box_with_slot_B_14,13,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0531,0.1264,0.5519,transit,14,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,left_wrist_pitch_link,1.1474,0.3308,0.2500,0.2692,0.2692,0.3308,0.2500,0.2500,0.0531,0.1264,0.5519,0.4499,0.1770,0.5519,0.6500,0.0000,0.0000,-0.3860,0.4576,0.2029,1,0,0.5500,0.4000,1.1325,-0.5825,-0.3411,0.3696,-0.2645,0.2131,-1.4500,0.0000,0.0000,0.0000
8000,0.8563,-0.1589,0.5739,0.0000,0.0000,2.0000,999.0000,1.2463,ALLOW,allow,lift_after_releasing_slot_B_14,13,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4289,0.5590,0.5739,reset,14,scripted_virtual_hand,static_occupancy_proxy,20,,,,,,right_wrist_pitch_link,1.2463,999.0000,0.2500,1.4899,1.4899,,0.2500,0.2500,-0.4289,0.5590,0.5739,0.0000,0.0000,2.0000,-0.4298,0.5083,0.0000,-0.4298,0.5083,0.1708,0,0,0.5500,0.3000,0.0000,0.5500,-0.3409,0.3524,-0.2717,0.3100,-1.4500,0.0000,0.0000,0.0000
8200,0.8620,0.2062,0.5650,0.4412,0.1820,0.5650,0.3415,1.1627,ALLOW,allow,lift_slot_A_15,14,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0419,0.1590,0.5650,transit,15,scripted_virtual_hand,static_occupancy_proxy,21,,,,,,left_wrist_pitch_link,1.1627,0.3415,0.2500,0.2799,0.2799,0.3415,0.2500,0.2500,0.0419,0.1590,0.5650,0.4412,0.1820,0.5650,0.6500,0.0000,0.0000,-0.3775,0.5148,0.1953,1,0,0.5500,0.4000,1.1493,-0.5993,-0.3332,0.3982,-0.2657,0.2485,-1.4500,0.0000,0.0000,0.0000
8400,0.8606,0.0041,0.5773,0.0000,0.0000,2.0000,999.0000,1.2282,ALLOW,allow,lift_after_releasing_slot_B_15,14,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4060,0.5190,0.5773,reset,15,scripted_virtual_hand,static_occupancy_proxy,23,,,,,,right_wrist_pitch_link,1.2282,999.0000,0.3187,1.4815,1.4815,,0.2500,0.3187,-0.4060,0.5190,0.5773,0.0000,0.0000,2.0000,-0.4068,0.4682,0.0000,-0.4068,0.4682,0.1848,0,0,0.5500,0.3000,0.0000,0.5500,-0.3424,0.3632,-0.2767,0.2547,-1.4500,0.0000,0.0000,0.0000
8600,0.8642,0.1633,0.5622,0.4174,0.1502,0.5622,0.3670,1.1817,ALLOW,allow,lift_slot_A_16,15,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0175,0.1384,0.5622,transit,16,scripted_virtual_hand,static_occupancy_proxy,24,,,,,,left_wrist_pitch_link,1.1817,0.3670,0.2500,0.3054,0.3054,0.3670,0.2500,0.2500,0.0175,0.1384,0.5622,0.4174,0.1502,0.5622,0.6500,0.0000,0.0000,-0.4170,0.4756,0.1836,1,0,0.5500,0.4000,1.1682,-0.6182,-0.3393,0.3759,-0.2772,0.2777,-1.4500,0.0000,0.0000,0.0000
8800,0.9215,0.0388,0.5364,0.0000,0.0000,2.0000,999.0000,1.2546,ALLOW,allow,lift_after_releasing_slot_B_16,15,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4164,0.5035,0.5364,reset,16,scripted_virtual_hand,static_occupancy_proxy,24,,,,,,right_wrist_pitch_link,1.2546,999.0000,0.2500,1.5470,1.5470,,0.2500,0.2500,-0.4164,0.5035,0.5364,0.0000,0.0000,2.0000,-0.4173,0.4525,0.0000,-0.4173,0.4525,0.1814,0,0,0.5500,0.3000,0.0000,0.5500,-0.3551,0.3426,-0.2791,0.3158,-1.4500,0.0000,0.0000,0.0000
9000,0.9755,-0.1418,0.5605,0.3975,0.0380,0.5605,0.5253,1.3577,ALLOW,allow,lift_slot_A_17,16,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0156,0.1568,0.5605,transit,17,scripted_virtual_hand,static_occupancy_proxy,25,,,,,,right_wrist_pitch_link,1.3577,0.5253,0.2834,0.4636,0.4636,0.5253,0.2500,0.2834,0.0156,0.1568,0.5605,0.3975,0.0380,0.5605,0.6500,0.0000,0.0000,-0.4224,0.4895,0.1751,1,0,0.5500,0.4000,1.1788,-0.6288,-0.3637,0.3711,-0.2837,0.3158,-1.4500,0.0000,0.0000,0.0000
9200,0.9275,0.0716,0.6048,0.0000,0.0000,2.0000,999.0000,1.2883,ALLOW,allow,lift_after_releasing_slot_B_17,16,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4645,0.5636,0.6048,reset,17,scripted_virtual_hand,static_occupancy_proxy,25,,,,,,right_wrist_pitch_link,1.2883,999.0000,0.2500,1.5016,1.5016,,0.2500,0.2500,-0.4645,0.5636,0.6048,0.0000,0.0000,2.0000,-0.4653,0.5130,0.0000,-0.4653,0.5130,0.1676,0,0,0.5500,0.3000,0.0000,0.5500,-0.3596,0.3591,-0.2719,0.3169,-1.4500,0.0000,0.0000,0.0000
9400,0.9659,-0.1886,0.5732,0.4359,-0.0098,0.5732,0.4794,1.3493,ALLOW,allow,lift_slot_A_18,17,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0569,0.1181,0.5732,transit,18,scripted_virtual_hand,static_occupancy_proxy,26,,,,,,right_wrist_pitch_link,1.3493,0.4794,0.3168,0.4176,0.4176,0.4794,0.2500,0.3168,0.0569,0.1181,0.5732,0.4359,-0.0098,0.5732,0.6500,0.0000,0.0000,-0.3912,0.4371,0.1922,1,0,0.5500,0.4000,1.1292,-0.5792,-0.3455,0.3386,-0.2729,0.2299,-1.4500,0.0000,0.0000,0.0000
9600,0.9288,0.1777,0.6624,0.0000,0.0000,2.0000,999.0000,1.2896,ALLOW,allow,lift_after_releasing_slot_B_18,17,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.4321,0.5152,0.6624,reset,18,scripted_virtual_hand,static_occupancy_proxy,26,,,,,,left_wrist_pitch_link,1.2896,999.0000,0.5000,1.4731,1.4731,,0.2500,0.5000,-0.4321,0.5152,0.6624,0.0000,0.0000,2.0000,-0.4371,0.4664,0.0000,-0.4371,0.4664,0.1753,0,0,0.5500,0.3000,0.0000,0.5500,-0.3374,0.3540,-0.2782,0.2807,-1.4500,0.0000,0.0000,0.0000
9800,0.9686,-0.2106,0.5576,0.3882,-0.0407,0.5576,0.5248,1.3447,ALLOW,allow,lift_slot_A_19,18,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0043,0.0718,0.5576,transit,19,scripted_virtual_hand,static_occupancy_proxy,27,,,,,,right_wrist_pitch_link,1.3447,0.5248,0.2500,0.4631,0.4631,0.5248,0.2500,0.2500,0.0043,0.0718,0.5576,0.3882,-0.0407,0.5576,0.6500,0.0000,0.0000,-0.4260,0.4143,0.1872,1,0,0.5500,0.4000,1.1530,-0.6030,-0.3547,0.3129,-0.2739,0.2782,-1.4500,0.0000,0.0000,0.0000
10000,0.9637,0.2825,0.3192,0.0000,0.0000,2.0000,999.0000,1.1207,ALLOW,allow,lift_after_releasing_slot_B_19,18,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,-0.1155,0.4364,0.3192,reset,19,scripted_virtual_hand,static_occupancy_proxy,27,,,,,,left_wrist_pitch_link,1.1207,999.0000,0.5000,1.7717,1.7717,,0.2500,0.5000,-0.1155,0.4364,0.3192,0.0000,0.0000,2.0000,-0.3766,0.4769,0.0000,-0.3766,0.4769,0.2063,0,0,0.5500,0.3000,0.0000,0.5500,-0.3420,0.3722,-0.2581,0.2526,-1.4500,0.0000,0.0000,0.0000
10200,0.9672,-0.1402,0.4989,0.0943,0.0941,0.4989,0.8238,1.2947,ALLOW,allow,grasp_slot_A_20,19,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.0171,0.1149,0.4989,pick,20,scripted_virtual_hand,static_occupancy_proxy,27,,,,,,right_wrist_pitch_link,1.2947,0.8238,0.2500,0.7620,0.7620,0.8238,0.2500,0.2500,0.0171,0.1149,0.4989,0.0943,0.0941,0.4989,0.9769,-0.1469,0.0000,-0.3718,0.5038,0.1929,1,0,0.5500,0.0800,1.4975,-0.9475,-0.3361,0.3544,-0.2592,0.2641,-1.4500,0.0000,0.0000,0.0000
10400,0.9709,0.3550,0.2998,0.2086,0.4322,0.2998,0.6862,1.1417,ALLOW,allow,open_gripper_to_release_slot_B_20,19,7,auto,0.2500,0.1063,0,0,0.1484,0,0,0,1,0.1290,0.4402,0.2998,place,20,scripted_virtual_hand,static_occupancy_proxy,28,,,,,,left_wrist_pitch_link,1.1417,0.6862,0.3002,0.6662,0.6662,,0.2500,0.3002,0.1290,0.4402,0.2998,0.2086,0.4322,0.2998,0.9782,0.3595,0.0000,-0.4150,0.5213,0.1859,1,0,0.5500,0.0800,1.4025,-0.8525,-0.3579,0.3783,-0.2660,0.3009,-1.4500,0.0000,0.0000,0.0000
